dataset,language,model,method,shot,prompt_index,failure_type,count,rate
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,0,LOGIC_ASSERTION,1,0.018867924528301886
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,0,PASS,44,0.8301886792452831
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,0,SIGNATURE_CONTRACT,1,0.018867924528301886
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,0,SYNTAX_COMPILE,3,0.05660377358490566
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,1,EMPTY_GENERATION,1,0.018867924528301886
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,1,LOGIC_ASSERTION,2,0.03773584905660377
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,1,PASS,43,0.8113207547169812
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,1,SYNTAX_COMPILE,7,0.1320754716981132
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,2,EMPTY_GENERATION,3,0.05660377358490566
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,2,LOGIC_ASSERTION,3,0.05660377358490566
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,2,PASS,41,0.7735849056603774
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,2,RUNTIME_EXCEPTION,1,0.018867924528301886
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,2,SYNTAX_COMPILE,5,0.09433962264150944
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,3,EMPTY_GENERATION,4,0.07547169811320754
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,3,LOGIC_ASSERTION,4,0.07547169811320754
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,3,PASS,40,0.7547169811320755
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,3,SIGNATURE_CONTRACT,1,0.018867924528301886
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,3,SYNTAX_COMPILE,4,0.07547169811320754
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,4,EMPTY_GENERATION,3,0.05660377358490566
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,4,LOGIC_ASSERTION,1,0.018867924528301886
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,4,PASS,43,0.8113207547169812
mceval,java,gpt-20b-paraphrase-b,zero,0-shot,4,SYNTAX_COMPILE,6,0.11320754716981132
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,0,LOGIC_ASSERTION,5,0.09433962264150944
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,0,PASS,36,0.6792452830188679
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,0,RUNTIME_EXCEPTION,1,0.018867924528301886
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,0,SYNTAX_COMPILE,11,0.20754716981132076
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,1,LOGIC_ASSERTION,5,0.09433962264150944
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,1,PASS,35,0.660377358490566
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,1,RUNTIME_EXCEPTION,2,0.03773584905660377
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,1,SYNTAX_COMPILE,11,0.20754716981132076
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,2,LOGIC_ASSERTION,4,0.07547169811320754
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,2,PASS,36,0.6792452830188679
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,2,RUNTIME_EXCEPTION,1,0.018867924528301886
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,2,SYNTAX_COMPILE,12,0.22641509433962265
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,3,LOGIC_ASSERTION,5,0.09433962264150944
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,3,PASS,35,0.660377358490566
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,3,RUNTIME_EXCEPTION,1,0.018867924528301886
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,3,SYNTAX_COMPILE,12,0.22641509433962265
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,4,LOGIC_ASSERTION,4,0.07547169811320754
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,4,PASS,36,0.6792452830188679
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,4,RUNTIME_EXCEPTION,1,0.018867924528301886
mceval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,4,SYNTAX_COMPILE,12,0.22641509433962265
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,0,LOGIC_ASSERTION,31,0.62
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,0,PASS,16,0.32
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,0,PROJECT_CONTEXT,2,0.04
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,0,RUNTIME_EXCEPTION,1,0.02
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,1,LOGIC_ASSERTION,29,0.58
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,1,PASS,13,0.26
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,1,RUNTIME_EXCEPTION,7,0.14
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,1,TIMEOUT,1,0.02
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,2,LOGIC_ASSERTION,25,0.5
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,2,PASS,13,0.26
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,2,PROJECT_CONTEXT,2,0.04
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,2,RUNTIME_EXCEPTION,9,0.18
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,2,TIMEOUT,1,0.02
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,3,LOGIC_ASSERTION,22,0.44
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,3,PASS,14,0.28
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,3,PROJECT_CONTEXT,3,0.06
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,3,RUNTIME_EXCEPTION,10,0.2
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,3,TIMEOUT,1,0.02
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,4,LOGIC_ASSERTION,25,0.5
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,4,PASS,14,0.28
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,4,PROJECT_CONTEXT,3,0.06
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,4,RUNTIME_EXCEPTION,7,0.14
mceval,python,codellama-34b-paraphrase-b,zero,0-shot,4,TIMEOUT,1,0.02
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,0,EMPTY_GENERATION,2,0.04
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,0,LOGIC_ASSERTION,7,0.14
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,0,PASS,39,0.78
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,0,RUNTIME_EXCEPTION,2,0.04
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,1,EMPTY_GENERATION,1,0.02
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,1,LOGIC_ASSERTION,7,0.14
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,1,PASS,35,0.7
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,1,RUNTIME_EXCEPTION,7,0.14
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,2,EMPTY_GENERATION,3,0.06
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,2,LOGIC_ASSERTION,8,0.16
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,2,PASS,33,0.66
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,2,RUNTIME_EXCEPTION,6,0.12
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,3,EMPTY_GENERATION,1,0.02
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,3,LOGIC_ASSERTION,8,0.16
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,3,PASS,34,0.68
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,3,RUNTIME_EXCEPTION,7,0.14
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,4,EMPTY_GENERATION,4,0.08
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,4,LOGIC_ASSERTION,7,0.14
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,4,PASS,34,0.68
mceval,python,gpt-20b-paraphrase-b,zero,0-shot,4,RUNTIME_EXCEPTION,5,0.1
mceval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,0,LOGIC_ASSERTION,14,0.28
mceval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,0,PASS,36,0.72
mceval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,1,LOGIC_ASSERTION,14,0.28
mceval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,1,PASS,36,0.72
mceval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,2,LOGIC_ASSERTION,14,0.28
mceval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,2,PASS,36,0.72
mceval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,3,LOGIC_ASSERTION,14,0.28
mceval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,3,PASS,35,0.7
mceval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,3,RUNTIME_EXCEPTION,1,0.02
mceval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,4,LOGIC_ASSERTION,13,0.26
mceval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,4,PASS,37,0.74
