dataset,language,model,method,shot,prompt_index,failure_type,count,rate
codereval,java,gpt-20b-paraphrase-b,zero,0-shot,2,EXECUTION_FAILURE,37,0.1608695652173913
codereval,java,gpt-20b-paraphrase-b,zero,0-shot,2,PASS,101,0.4391304347826087
codereval,java,gpt-20b-paraphrase-b,zero,0-shot,2,SYNTAX_COMPILE,89,0.3869565217391304
codereval,java,gpt-20b-paraphrase-b,zero,0-shot,2,UNKNOWN_FAILURE,3,0.013043478260869565
codereval,java,gpt-20b-paraphrase-b,zero,0-shot,3,EXECUTION_FAILURE,40,0.17391304347826086
codereval,java,gpt-20b-paraphrase-b,zero,0-shot,3,PASS,92,0.4
codereval,java,gpt-20b-paraphrase-b,zero,0-shot,3,SYNTAX_COMPILE,93,0.4043478260869565
codereval,java,gpt-20b-paraphrase-b,zero,0-shot,3,UNKNOWN_FAILURE,5,0.021739130434782608
codereval,java,gpt-20b-paraphrase-b,zero,0-shot,4,EXECUTION_FAILURE,37,0.1608695652173913
codereval,java,gpt-20b-paraphrase-b,zero,0-shot,4,PASS,94,0.40869565217391307
codereval,java,gpt-20b-paraphrase-b,zero,0-shot,4,SYNTAX_COMPILE,94,0.40869565217391307
codereval,java,gpt-20b-paraphrase-b,zero,0-shot,4,UNKNOWN_FAILURE,5,0.021739130434782608
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,0,EXECUTION_FAILURE,50,0.21739130434782608
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,0,PASS,88,0.3826086956521739
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,0,SYNTAX_COMPILE,89,0.3869565217391304
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,0,UNKNOWN_FAILURE,3,0.013043478260869565
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,1,EXECUTION_FAILURE,56,0.24347826086956523
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,1,PASS,95,0.41304347826086957
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,1,SYNTAX_COMPILE,75,0.32608695652173914
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,1,UNKNOWN_FAILURE,4,0.017391304347826087
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,2,EXECUTION_FAILURE,48,0.20869565217391303
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,2,PASS,94,0.40869565217391307
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,2,SYNTAX_COMPILE,85,0.3695652173913043
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,2,UNKNOWN_FAILURE,3,0.013043478260869565
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,3,EXECUTION_FAILURE,53,0.23043478260869565
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,3,PASS,91,0.39565217391304347
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,3,SYNTAX_COMPILE,83,0.36086956521739133
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,3,UNKNOWN_FAILURE,3,0.013043478260869565
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,4,EXECUTION_FAILURE,49,0.21304347826086956
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,4,PASS,90,0.391304347826087
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,4,SYNTAX_COMPILE,88,0.3826086956521739
codereval,java,qwen2.5-32b-paraphrase-b,zero,0-shot,4,UNKNOWN_FAILURE,3,0.013043478260869565
codereval,python,codellama-34b-paraphrase-b,zero,0-shot,0,EVALUATOR_NO_RESULT,1,0.004347826086956522
codereval,python,codellama-34b-paraphrase-b,zero,0-shot,0,PASS,44,0.19130434782608696
codereval,python,codellama-34b-paraphrase-b,zero,0-shot,0,RUNTIME_EXCEPTION,185,0.8043478260869565
codereval,python,codellama-34b-paraphrase-b,zero,0-shot,1,PASS,48,0.20869565217391303
codereval,python,codellama-34b-paraphrase-b,zero,0-shot,1,RUNTIME_EXCEPTION,182,0.7913043478260869
codereval,python,codellama-34b-paraphrase-b,zero,0-shot,2,EVALUATOR_NO_RESULT,1,0.004347826086956522
codereval,python,codellama-34b-paraphrase-b,zero,0-shot,2,PASS,51,0.2217391304347826
codereval,python,codellama-34b-paraphrase-b,zero,0-shot,2,RUNTIME_EXCEPTION,178,0.7739130434782608
codereval,python,codellama-34b-paraphrase-b,zero,0-shot,3,PASS,48,0.20869565217391303
codereval,python,codellama-34b-paraphrase-b,zero,0-shot,3,RUNTIME_EXCEPTION,182,0.7913043478260869
codereval,python,codellama-34b-paraphrase-b,zero,0-shot,4,PASS,46,0.2
codereval,python,codellama-34b-paraphrase-b,zero,0-shot,4,RUNTIME_EXCEPTION,184,0.8
codereval,python,gpt-20b-paraphrase-b,zero,0-shot,0,PASS,59,0.2565217391304348
codereval,python,gpt-20b-paraphrase-b,zero,0-shot,0,RUNTIME_EXCEPTION,171,0.7434782608695653
codereval,python,gpt-20b-paraphrase-b,zero,0-shot,1,PASS,60,0.2608695652173913
codereval,python,gpt-20b-paraphrase-b,zero,0-shot,1,RUNTIME_EXCEPTION,170,0.7391304347826086
codereval,python,gpt-20b-paraphrase-b,zero,0-shot,2,PASS,60,0.2608695652173913
codereval,python,gpt-20b-paraphrase-b,zero,0-shot,2,RUNTIME_EXCEPTION,170,0.7391304347826086
codereval,python,gpt-20b-paraphrase-b,zero,0-shot,3,PASS,59,0.2565217391304348
codereval,python,gpt-20b-paraphrase-b,zero,0-shot,3,RUNTIME_EXCEPTION,171,0.7434782608695653
codereval,python,gpt-20b-paraphrase-b,zero,0-shot,4,PASS,59,0.2565217391304348
codereval,python,gpt-20b-paraphrase-b,zero,0-shot,4,RUNTIME_EXCEPTION,171,0.7434782608695653
codereval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,0,PASS,62,0.26956521739130435
codereval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,0,RUNTIME_EXCEPTION,168,0.7304347826086957
codereval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,1,PASS,65,0.2826086956521739
codereval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,1,RUNTIME_EXCEPTION,165,0.717391304347826
codereval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,2,PASS,61,0.26521739130434785
codereval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,2,RUNTIME_EXCEPTION,169,0.7347826086956522
codereval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,3,PASS,56,0.24347826086956523
codereval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,3,RUNTIME_EXCEPTION,174,0.7565217391304347
codereval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,4,PASS,57,0.24782608695652175
codereval,python,qwen2.5-32b-paraphrase-b,zero,0-shot,4,RUNTIME_EXCEPTION,173,0.7521739130434782
