dataset,language,model,method,shot,prompt_index,failure_type,count,rate
mceval,java,codellama-13b,retrieval,3-shot,0,RUNTIME_EXCEPTION,5,0.018867924528301886
mceval,java,codellama-13b,retrieval,3-shot,0,SIGNATURE_CONTRACT,1,0.0037735849056603774
mceval,java,codellama-13b,retrieval,3-shot,0,SYNTAX_COMPILE,56,0.21132075471698114
mceval,java,codellama-13b,retrieval,3-shot,0,TIMEOUT,4,0.01509433962264151
mceval,java,codellama-13b,retrieval,3-shot,1,LOGIC_ASSERTION,139,0.5245283018867924
mceval,java,codellama-13b,retrieval,3-shot,1,PASS,59,0.22264150943396227
mceval,java,codellama-13b,retrieval,3-shot,1,RUNTIME_EXCEPTION,5,0.018867924528301886
mceval,java,codellama-13b,retrieval,3-shot,1,SYNTAX_COMPILE,58,0.2188679245283019
mceval,java,codellama-13b,retrieval,3-shot,1,TIMEOUT,4,0.01509433962264151
mceval,java,codellama-13b,retrieval,3-shot,2,LOGIC_ASSERTION,131,0.49433962264150944
mceval,java,codellama-13b,retrieval,3-shot,2,PASS,69,0.26037735849056604
mceval,java,codellama-13b,retrieval,3-shot,2,RUNTIME_EXCEPTION,8,0.03018867924528302
mceval,java,codellama-13b,retrieval,3-shot,2,SIGNATURE_CONTRACT,1,0.0037735849056603774
mceval,java,codellama-13b,retrieval,3-shot,2,SYNTAX_COMPILE,52,0.19622641509433963
mceval,java,codellama-13b,retrieval,3-shot,2,TIMEOUT,4,0.01509433962264151
mceval,java,codellama-13b,retrieval,3-shot,3,LOGIC_ASSERTION,129,0.4867924528301887
mceval,java,codellama-13b,retrieval,3-shot,3,PASS,66,0.2490566037735849
mceval,java,codellama-13b,retrieval,3-shot,3,RUNTIME_EXCEPTION,13,0.04905660377358491
mceval,java,codellama-13b,retrieval,3-shot,3,SYNTAX_COMPILE,50,0.18867924528301888
mceval,java,codellama-13b,retrieval,3-shot,3,TIMEOUT,7,0.026415094339622643
mceval,java,codellama-13b,retrieval,3-shot,4,LOGIC_ASSERTION,123,0.4641509433962264
mceval,java,codellama-13b,retrieval,3-shot,4,PASS,68,0.25660377358490566
mceval,java,codellama-13b,retrieval,3-shot,4,RUNTIME_EXCEPTION,12,0.045283018867924525
mceval,java,codellama-13b,retrieval,3-shot,4,SYNTAX_COMPILE,56,0.21132075471698114
mceval,java,codellama-13b,retrieval,3-shot,4,TIMEOUT,6,0.022641509433962263
mceval,java,codellama-13b,zero,0-shot,0,LOGIC_ASSERTION,124,0.4679245283018868
mceval,java,codellama-13b,zero,0-shot,0,PASS,50,0.18867924528301888
mceval,java,codellama-13b,zero,0-shot,0,RUNTIME_EXCEPTION,10,0.03773584905660377
mceval,java,codellama-13b,zero,0-shot,0,SIGNATURE_CONTRACT,2,0.007547169811320755
mceval,java,codellama-13b,zero,0-shot,0,SYNTAX_COMPILE,71,0.2679245283018868
mceval,java,codellama-13b,zero,0-shot,0,TIMEOUT,8,0.03018867924528302
mceval,java,codellama-13b,zero,0-shot,1,LOGIC_ASSERTION,123,0.4641509433962264
mceval,java,codellama-13b,zero,0-shot,1,PASS,55,0.20754716981132076
mceval,java,codellama-13b,zero,0-shot,1,RUNTIME_EXCEPTION,9,0.033962264150943396
mceval,java,codellama-13b,zero,0-shot,1,SIGNATURE_CONTRACT,2,0.007547169811320755
mceval,java,codellama-13b,zero,0-shot,1,SYNTAX_COMPILE,66,0.2490566037735849
mceval,java,codellama-13b,zero,0-shot,1,TIMEOUT,10,0.03773584905660377
mceval,java,codellama-13b,zero,0-shot,2,LOGIC_ASSERTION,125,0.4716981132075472
mceval,java,codellama-13b,zero,0-shot,2,PASS,48,0.1811320754716981
mceval,java,codellama-13b,zero,0-shot,2,RUNTIME_EXCEPTION,12,0.045283018867924525
mceval,java,codellama-13b,zero,0-shot,2,SIGNATURE_CONTRACT,2,0.007547169811320755
mceval,java,codellama-13b,zero,0-shot,2,SYNTAX_COMPILE,76,0.28679245283018867
mceval,java,codellama-13b,zero,0-shot,2,TIMEOUT,2,0.007547169811320755
mceval,java,codellama-13b,zero,0-shot,3,LOGIC_ASSERTION,118,0.44528301886792454
mceval,java,codellama-13b,zero,0-shot,3,PASS,56,0.21132075471698114
mceval,java,codellama-13b,zero,0-shot,3,RUNTIME_EXCEPTION,9,0.033962264150943396
mceval,java,codellama-13b,zero,0-shot,3,SYNTAX_COMPILE,76,0.28679245283018867
mceval,java,codellama-13b,zero,0-shot,3,TIMEOUT,6,0.022641509433962263
mceval,java,codellama-13b,zero,0-shot,4,LOGIC_ASSERTION,117,0.44150943396226416
mceval,java,codellama-13b,zero,0-shot,4,PASS,47,0.17735849056603772
mceval,java,codellama-13b,zero,0-shot,4,RUNTIME_EXCEPTION,13,0.04905660377358491
mceval,java,codellama-13b,zero,0-shot,4,SYNTAX_COMPILE,83,0.3132075471698113
mceval,java,codellama-13b,zero,0-shot,4,TIMEOUT,5,0.018867924528301886
mceval,java,codellama-34b,naive,3-shot,0,LOGIC_ASSERTION,89,0.33584905660377357
mceval,java,codellama-34b,naive,3-shot,0,PASS,63,0.23773584905660378
mceval,java,codellama-34b,naive,3-shot,0,RUNTIME_EXCEPTION,6,0.022641509433962263
mceval,java,codellama-34b,naive,3-shot,0,SIGNATURE_CONTRACT,10,0.03773584905660377
mceval,java,codellama-34b,naive,3-shot,0,SYNTAX_COMPILE,95,0.3584905660377358
mceval,java,codellama-34b,naive,3-shot,0,TIMEOUT,2,0.007547169811320755
mceval,java,codellama-34b,naive,3-shot,1,LOGIC_ASSERTION,104,0.39245283018867927
mceval,java,codellama-34b,naive,3-shot,1,PASS,64,0.24150943396226415
mceval,java,codellama-34b,naive,3-shot,1,RUNTIME_EXCEPTION,6,0.022641509433962263
mceval,java,codellama-34b,naive,3-shot,1,SIGNATURE_CONTRACT,16,0.06037735849056604
mceval,java,codellama-34b,naive,3-shot,1,SYNTAX_COMPILE,74,0.2792452830188679
mceval,java,codellama-34b,naive,3-shot,1,TIMEOUT,1,0.0037735849056603774
mceval,java,codellama-34b,naive,3-shot,2,LOGIC_ASSERTION,101,0.38113207547169814
mceval,java,codellama-34b,naive,3-shot,2,PASS,62,0.2339622641509434
mceval,java,codellama-34b,naive,3-shot,2,RUNTIME_EXCEPTION,9,0.033962264150943396
mceval,java,codellama-34b,naive,3-shot,2,SIGNATURE_CONTRACT,4,0.01509433962264151
mceval,java,codellama-34b,naive,3-shot,2,SYNTAX_COMPILE,87,0.3283018867924528
mceval,java,codellama-34b,naive,3-shot,2,TIMEOUT,2,0.007547169811320755
mceval,java,codellama-34b,naive,3-shot,3,LOGIC_ASSERTION,91,0.3433962264150943
mceval,java,codellama-34b,naive,3-shot,3,PASS,66,0.2490566037735849
mceval,java,codellama-34b,naive,3-shot,3,RUNTIME_EXCEPTION,13,0.04905660377358491
mceval,java,codellama-34b,naive,3-shot,3,SIGNATURE_CONTRACT,12,0.045283018867924525
mceval,java,codellama-34b,naive,3-shot,3,SYNTAX_COMPILE,81,0.30566037735849055
mceval,java,codellama-34b,naive,3-shot,3,TIMEOUT,2,0.007547169811320755
mceval,java,codellama-34b,naive,3-shot,4,LOGIC_ASSERTION,95,0.3584905660377358
mceval,java,codellama-34b,naive,3-shot,4,PASS,63,0.23773584905660378
mceval,java,codellama-34b,naive,3-shot,4,RUNTIME_EXCEPTION,6,0.022641509433962263
mceval,java,codellama-34b,naive,3-shot,4,SIGNATURE_CONTRACT,12,0.045283018867924525
mceval,java,codellama-34b,naive,3-shot,4,SYNTAX_COMPILE,88,0.3320754716981132
mceval,java,codellama-34b,naive,3-shot,4,TIMEOUT,1,0.0037735849056603774
mceval,java,codellama-34b,retrieval,3-shot,0,LOGIC_ASSERTION,84,0.3169811320754717
mceval,java,codellama-34b,retrieval,3-shot,0,PASS,51,0.19245283018867926
mceval,java,codellama-34b,retrieval,3-shot,0,RUNTIME_EXCEPTION,6,0.022641509433962263
mceval,java,codellama-34b,retrieval,3-shot,0,SIGNATURE_CONTRACT,17,0.06415094339622641
mceval,java,codellama-34b,retrieval,3-shot,0,SYNTAX_COMPILE,106,0.4
mceval,java,codellama-34b,retrieval,3-shot,0,TIMEOUT,1,0.0037735849056603774
mceval,java,codellama-34b,retrieval,3-shot,1,LOGIC_ASSERTION,90,0.33962264150943394
mceval,java,codellama-34b,retrieval,3-shot,1,PASS,64,0.24150943396226415
mceval,java,codellama-34b,retrieval,3-shot,1,RUNTIME_EXCEPTION,11,0.04150943396226415
mceval,java,codellama-34b,retrieval,3-shot,1,SIGNATURE_CONTRACT,10,0.03773584905660377
mceval,java,codellama-34b,retrieval,3-shot,1,SYNTAX_COMPILE,89,0.33584905660377357
mceval,java,codellama-34b,retrieval,3-shot,1,TIMEOUT,1,0.0037735849056603774
mceval,java,codellama-34b,retrieval,3-shot,2,LOGIC_ASSERTION,87,0.3283018867924528
mceval,java,codellama-34b,retrieval,3-shot,2,PASS,65,0.24528301886792453
mceval,java,codellama-34b,retrieval,3-shot,2,RUNTIME_EXCEPTION,6,0.022641509433962263
mceval,java,codellama-34b,retrieval,3-shot,2,SIGNATURE_CONTRACT,14,0.052830188679245285
mceval,java,codellama-34b,retrieval,3-shot,2,SYNTAX_COMPILE,91,0.3433962264150943
mceval,java,codellama-34b,retrieval,3-shot,2,TIMEOUT,2,0.007547169811320755
mceval,java,codellama-34b,retrieval,3-shot,3,LOGIC_ASSERTION,93,0.35094339622641507
mceval,java,codellama-34b,retrieval,3-shot,3,PASS,65,0.24528301886792453
mceval,java,codellama-34b,retrieval,3-shot,3,RUNTIME_EXCEPTION,9,0.033962264150943396
mceval,java,codellama-34b,retrieval,3-shot,3,SIGNATURE_CONTRACT,10,0.03773584905660377
mceval,java,codellama-34b,retrieval,3-shot,3,SYNTAX_COMPILE,85,0.32075471698113206
mceval,java,codellama-34b,retrieval,3-shot,3,TIMEOUT,3,0.011320754716981131
mceval,java,codellama-34b,retrieval,3-shot,4,LOGIC_ASSERTION,90,0.33962264150943394
mceval,java,codellama-34b,retrieval,3-shot,4,PASS,61,0.23018867924528302
mceval,java,codellama-34b,retrieval,3-shot,4,RUNTIME_EXCEPTION,9,0.033962264150943396
mceval,java,codellama-34b,retrieval,3-shot,4,SIGNATURE_CONTRACT,6,0.022641509433962263
mceval,java,codellama-34b,retrieval,3-shot,4,SYNTAX_COMPILE,97,0.3660377358490566
mceval,java,codellama-34b,retrieval,3-shot,4,TIMEOUT,2,0.007547169811320755
mceval,java,codellama-34b,zero,0-shot,0,LOGIC_ASSERTION,121,0.45660377358490567
mceval,java,codellama-34b,zero,0-shot,0,PASS,65,0.24528301886792453
mceval,java,codellama-34b,zero,0-shot,0,RUNTIME_EXCEPTION,5,0.018867924528301886
mceval,java,codellama-34b,zero,0-shot,0,SIGNATURE_CONTRACT,2,0.007547169811320755
mceval,java,codellama-34b,zero,0-shot,0,SYNTAX_COMPILE,70,0.2641509433962264
mceval,java,codellama-34b,zero,0-shot,0,TIMEOUT,2,0.007547169811320755
mceval,java,codellama-34b,zero,0-shot,1,LOGIC_ASSERTION,109,0.41132075471698115
mceval,java,codellama-34b,zero,0-shot,1,PASS,72,0.27169811320754716
mceval,java,codellama-34b,zero,0-shot,1,RUNTIME_EXCEPTION,9,0.033962264150943396
mceval,java,codellama-34b,zero,0-shot,1,SYNTAX_COMPILE,73,0.27547169811320754
mceval,java,codellama-34b,zero,0-shot,1,TIMEOUT,2,0.007547169811320755
mceval,java,codellama-34b,zero,0-shot,2,LOGIC_ASSERTION,110,0.41509433962264153
mceval,java,codellama-34b,zero,0-shot,2,PASS,64,0.24150943396226415
mceval,java,codellama-34b,zero,0-shot,2,RUNTIME_EXCEPTION,9,0.033962264150943396
mceval,java,codellama-34b,zero,0-shot,2,SYNTAX_COMPILE,78,0.2943396226415094
mceval,java,codellama-34b,zero,0-shot,2,TIMEOUT,4,0.01509433962264151
mceval,java,codellama-34b,zero,0-shot,3,LOGIC_ASSERTION,114,0.43018867924528303
mceval,java,codellama-34b,zero,0-shot,3,PASS,53,0.2
mceval,java,codellama-34b,zero,0-shot,3,RUNTIME_EXCEPTION,15,0.05660377358490566
mceval,java,codellama-34b,zero,0-shot,3,SYNTAX_COMPILE,80,0.3018867924528302
mceval,java,codellama-34b,zero,0-shot,3,TIMEOUT,3,0.011320754716981131
mceval,java,codellama-34b,zero,0-shot,4,LOGIC_ASSERTION,119,0.4490566037735849
mceval,java,codellama-34b,zero,0-shot,4,PASS,64,0.24150943396226415
mceval,java,codellama-34b,zero,0-shot,4,RUNTIME_EXCEPTION,10,0.03773584905660377
mceval,java,codellama-34b,zero,0-shot,4,SYNTAX_COMPILE,71,0.2679245283018868
mceval,java,codellama-34b,zero,0-shot,4,TIMEOUT,1,0.0037735849056603774
mceval,java,codellama-7b,naive,3-shot,0,LOGIC_ASSERTION,131,0.49433962264150944
mceval,java,codellama-7b,naive,3-shot,0,PASS,47,0.17735849056603772
mceval,java,codellama-7b,naive,3-shot,0,RUNTIME_EXCEPTION,10,0.03773584905660377
mceval,java,codellama-7b,naive,3-shot,0,SIGNATURE_CONTRACT,3,0.011320754716981131
mceval,java,codellama-7b,naive,3-shot,0,SYNTAX_COMPILE,66,0.2490566037735849
mceval,java,codellama-7b,naive,3-shot,0,TIMEOUT,8,0.03018867924528302
mceval,java,codellama-7b,naive,3-shot,1,LOGIC_ASSERTION,145,0.5471698113207547
mceval,java,codellama-7b,naive,3-shot,1,PASS,51,0.19245283018867926
mceval,java,codellama-7b,naive,3-shot,1,RUNTIME_EXCEPTION,10,0.03773584905660377
mceval,java,codellama-7b,naive,3-shot,1,SIGNATURE_CONTRACT,3,0.011320754716981131
mceval,java,codellama-7b,naive,3-shot,1,SYNTAX_COMPILE,51,0.19245283018867926
mceval,java,codellama-7b,naive,3-shot,1,TIMEOUT,5,0.018867924528301886
mceval,java,codellama-7b,naive,3-shot,2,LOGIC_ASSERTION,149,0.5622641509433962
mceval,java,codellama-7b,naive,3-shot,2,PASS,38,0.14339622641509434
mceval,java,codellama-7b,naive,3-shot,2,RUNTIME_EXCEPTION,13,0.04905660377358491
mceval,java,codellama-7b,naive,3-shot,2,SYNTAX_COMPILE,62,0.2339622641509434
mceval,java,codellama-7b,naive,3-shot,2,TIMEOUT,3,0.011320754716981131
mceval,java,codellama-7b,naive,3-shot,3,LOGIC_ASSERTION,127,0.47924528301886793
mceval,java,codellama-7b,naive,3-shot,3,PASS,55,0.20754716981132076
mceval,java,codellama-7b,naive,3-shot,3,RUNTIME_EXCEPTION,7,0.026415094339622643
mceval,java,codellama-7b,naive,3-shot,3,SIGNATURE_CONTRACT,1,0.0037735849056603774
mceval,java,codellama-7b,naive,3-shot,3,SYNTAX_COMPILE,68,0.25660377358490566
mceval,java,codellama-7b,naive,3-shot,3,TIMEOUT,7,0.026415094339622643
mceval,java,codellama-7b,naive,3-shot,4,LOGIC_ASSERTION,126,0.47547169811320755
mceval,java,codellama-7b,naive,3-shot,4,PASS,49,0.18490566037735848
mceval,java,codellama-7b,naive,3-shot,4,RUNTIME_EXCEPTION,11,0.04150943396226415
mceval,java,codellama-7b,naive,3-shot,4,SYNTAX_COMPILE,68,0.25660377358490566
mceval,java,codellama-7b,naive,3-shot,4,TIMEOUT,11,0.04150943396226415
mceval,java,codellama-7b,retrieval,3-shot,0,LOGIC_ASSERTION,137,0.5169811320754717
mceval,java,codellama-7b,retrieval,3-shot,0,PASS,46,0.17358490566037735
mceval,java,codellama-7b,retrieval,3-shot,0,RUNTIME_EXCEPTION,10,0.03773584905660377
mceval,java,codellama-7b,retrieval,3-shot,0,SIGNATURE_CONTRACT,1,0.0037735849056603774
mceval,java,codellama-7b,retrieval,3-shot,0,SYNTAX_COMPILE,67,0.2528301886792453
mceval,java,codellama-7b,retrieval,3-shot,0,TIMEOUT,4,0.01509433962264151
mceval,java,codellama-7b,retrieval,3-shot,1,LOGIC_ASSERTION,132,0.4981132075471698
mceval,java,codellama-7b,retrieval,3-shot,1,PASS,50,0.18867924528301888
mceval,java,codellama-7b,retrieval,3-shot,1,RUNTIME_EXCEPTION,11,0.04150943396226415
mceval,java,codellama-7b,retrieval,3-shot,1,SIGNATURE_CONTRACT,3,0.011320754716981131
mceval,java,codellama-7b,retrieval,3-shot,1,SYNTAX_COMPILE,67,0.2528301886792453
mceval,java,codellama-7b,retrieval,3-shot,1,TIMEOUT,2,0.007547169811320755
mceval,java,codellama-7b,retrieval,3-shot,2,LOGIC_ASSERTION,128,0.4830188679245283
mceval,java,codellama-7b,retrieval,3-shot,2,PASS,50,0.18867924528301888
mceval,java,codellama-7b,retrieval,3-shot,2,RUNTIME_EXCEPTION,11,0.04150943396226415
mceval,java,codellama-7b,retrieval,3-shot,2,SIGNATURE_CONTRACT,3,0.011320754716981131
mceval,java,codellama-7b,retrieval,3-shot,2,SYNTAX_COMPILE,70,0.2641509433962264
mceval,java,codellama-7b,retrieval,3-shot,2,TIMEOUT,3,0.011320754716981131
mceval,java,codellama-7b,retrieval,3-shot,3,LOGIC_ASSERTION,126,0.47547169811320755
mceval,java,codellama-7b,retrieval,3-shot,3,PASS,48,0.1811320754716981
mceval,java,codellama-7b,retrieval,3-shot,3,RUNTIME_EXCEPTION,11,0.04150943396226415
mceval,java,codellama-7b,retrieval,3-shot,3,SIGNATURE_CONTRACT,2,0.007547169811320755
mceval,java,codellama-7b,retrieval,3-shot,3,SYNTAX_COMPILE,75,0.2830188679245283
mceval,java,codellama-7b,retrieval,3-shot,3,TIMEOUT,3,0.011320754716981131
mceval,java,codellama-7b,retrieval,3-shot,4,LOGIC_ASSERTION,130,0.49056603773584906
mceval,java,codellama-7b,retrieval,3-shot,4,PASS,46,0.17358490566037735
mceval,java,codellama-7b,retrieval,3-shot,4,RUNTIME_EXCEPTION,13,0.04905660377358491
mceval,java,codellama-7b,retrieval,3-shot,4,SIGNATURE_CONTRACT,2,0.007547169811320755
mceval,java,codellama-7b,retrieval,3-shot,4,SYNTAX_COMPILE,68,0.25660377358490566
mceval,java,codellama-7b,retrieval,3-shot,4,TIMEOUT,6,0.022641509433962263
mceval,java,codellama-7b,zero,0-shot,0,LOGIC_ASSERTION,149,0.5622641509433962
mceval,java,codellama-7b,zero,0-shot,0,PASS,40,0.1509433962264151
mceval,java,codellama-7b,zero,0-shot,0,RUNTIME_EXCEPTION,9,0.033962264150943396
mceval,java,codellama-7b,zero,0-shot,0,SYNTAX_COMPILE,67,0.2528301886792453
mceval,java,codellama-7b,zero,0-shot,1,LOGIC_ASSERTION,140,0.5283018867924528
mceval,java,codellama-7b,zero,0-shot,1,PASS,49,0.18490566037735848
mceval,java,codellama-7b,zero,0-shot,1,RUNTIME_EXCEPTION,11,0.04150943396226415
mceval,java,codellama-7b,zero,0-shot,1,SIGNATURE_CONTRACT,1,0.0037735849056603774
mceval,java,codellama-7b,zero,0-shot,1,SYNTAX_COMPILE,64,0.24150943396226415
mceval,java,codellama-7b,zero,0-shot,2,LOGIC_ASSERTION,127,0.47924528301886793
mceval,java,codellama-7b,zero,0-shot,2,PASS,43,0.16226415094339622
mceval,java,codellama-7b,zero,0-shot,2,RUNTIME_EXCEPTION,14,0.052830188679245285
mceval,java,codellama-7b,zero,0-shot,2,SIGNATURE_CONTRACT,1,0.0037735849056603774
mceval,java,codellama-7b,zero,0-shot,2,SYNTAX_COMPILE,78,0.2943396226415094
mceval,java,codellama-7b,zero,0-shot,2,TIMEOUT,2,0.007547169811320755
mceval,java,codellama-7b,zero,0-shot,3,LOGIC_ASSERTION,121,0.45660377358490567
mceval,java,codellama-7b,zero,0-shot,3,PASS,45,0.16981132075471697
mceval,java,codellama-7b,zero,0-shot,3,RUNTIME_EXCEPTION,16,0.06037735849056604
mceval,java,codellama-7b,zero,0-shot,3,SYNTAX_COMPILE,82,0.30943396226415093
mceval,java,codellama-7b,zero,0-shot,3,TIMEOUT,1,0.0037735849056603774
mceval,java,codellama-7b,zero,0-shot,4,LOGIC_ASSERTION,123,0.4641509433962264
mceval,java,codellama-7b,zero,0-shot,4,PASS,45,0.16981132075471697
mceval,java,codellama-7b,zero,0-shot,4,RUNTIME_EXCEPTION,18,0.06792452830188679
mceval,java,codellama-7b,zero,0-shot,4,SYNTAX_COMPILE,76,0.28679245283018867
mceval,java,codellama-7b,zero,0-shot,4,TIMEOUT,3,0.011320754716981131
mceval,java,gpt-20b,naive,3-shot,0,EMPTY_GENERATION,6,0.022641509433962263
mceval,java,gpt-20b,naive,3-shot,0,LOGIC_ASSERTION,16,0.06037735849056604
mceval,java,gpt-20b,naive,3-shot,0,PASS,209,0.7886792452830189
mceval,java,gpt-20b,naive,3-shot,0,RUNTIME_EXCEPTION,1,0.0037735849056603774
mceval,java,gpt-20b,naive,3-shot,0,SIGNATURE_CONTRACT,7,0.026415094339622643
mceval,java,gpt-20b,naive,3-shot,0,SYNTAX_COMPILE,26,0.09811320754716982
mceval,java,gpt-20b,naive,3-shot,1,EMPTY_GENERATION,6,0.022641509433962263
mceval,java,gpt-20b,naive,3-shot,1,LOGIC_ASSERTION,15,0.05660377358490566
mceval,java,gpt-20b,naive,3-shot,1,PASS,209,0.7886792452830189
mceval,java,gpt-20b,naive,3-shot,1,RUNTIME_EXCEPTION,1,0.0037735849056603774
mceval,java,gpt-20b,naive,3-shot,1,SIGNATURE_CONTRACT,6,0.022641509433962263
mceval,java,gpt-20b,naive,3-shot,1,SYNTAX_COMPILE,28,0.10566037735849057
mceval,java,gpt-20b,naive,3-shot,2,EMPTY_GENERATION,11,0.04150943396226415
mceval,java,gpt-20b,naive,3-shot,2,LOGIC_ASSERTION,12,0.045283018867924525
mceval,java,gpt-20b,naive,3-shot,2,PASS,205,0.7735849056603774
mceval,java,gpt-20b,naive,3-shot,2,SIGNATURE_CONTRACT,8,0.03018867924528302
mceval,java,gpt-20b,naive,3-shot,2,SYNTAX_COMPILE,29,0.10943396226415095
mceval,java,gpt-20b,naive,3-shot,3,EMPTY_GENERATION,9,0.033962264150943396
mceval,java,gpt-20b,naive,3-shot,3,LOGIC_ASSERTION,13,0.04905660377358491
mceval,java,gpt-20b,naive,3-shot,3,PASS,210,0.7924528301886793
mceval,java,gpt-20b,naive,3-shot,3,SIGNATURE_CONTRACT,6,0.022641509433962263
mceval,java,gpt-20b,naive,3-shot,3,SYNTAX_COMPILE,27,0.1018867924528302
mceval,java,gpt-20b,naive,3-shot,4,EMPTY_GENERATION,10,0.03773584905660377
mceval,java,gpt-20b,naive,3-shot,4,LOGIC_ASSERTION,14,0.052830188679245285
mceval,java,gpt-20b,naive,3-shot,4,PASS,205,0.7735849056603774
mceval,java,gpt-20b,naive,3-shot,4,SIGNATURE_CONTRACT,3,0.011320754716981131
mceval,java,gpt-20b,naive,3-shot,4,SYNTAX_COMPILE,33,0.12452830188679245
mceval,java,gpt-20b,retrieval,3-shot,0,EMPTY_GENERATION,8,0.03018867924528302
mceval,java,gpt-20b,retrieval,3-shot,0,LOGIC_ASSERTION,15,0.05660377358490566
mceval,java,gpt-20b,retrieval,3-shot,0,PASS,212,0.8
mceval,java,gpt-20b,retrieval,3-shot,0,SYNTAX_COMPILE,30,0.11320754716981132
mceval,java,gpt-20b,retrieval,3-shot,1,EMPTY_GENERATION,12,0.045283018867924525
mceval,java,gpt-20b,retrieval,3-shot,1,LOGIC_ASSERTION,12,0.045283018867924525
mceval,java,gpt-20b,retrieval,3-shot,1,PASS,209,0.7886792452830189
mceval,java,gpt-20b,retrieval,3-shot,1,SIGNATURE_CONTRACT,6,0.022641509433962263
mceval,java,gpt-20b,retrieval,3-shot,1,SYNTAX_COMPILE,26,0.09811320754716982
mceval,java,gpt-20b,retrieval,3-shot,2,EMPTY_GENERATION,12,0.045283018867924525
mceval,java,gpt-20b,retrieval,3-shot,2,LOGIC_ASSERTION,13,0.04905660377358491
mceval,java,gpt-20b,retrieval,3-shot,2,PASS,210,0.7924528301886793
mceval,java,gpt-20b,retrieval,3-shot,2,RUNTIME_EXCEPTION,1,0.0037735849056603774
mceval,java,gpt-20b,retrieval,3-shot,2,SIGNATURE_CONTRACT,3,0.011320754716981131
mceval,java,gpt-20b,retrieval,3-shot,2,SYNTAX_COMPILE,26,0.09811320754716982
mceval,java,gpt-20b,retrieval,3-shot,3,EMPTY_GENERATION,13,0.04905660377358491
mceval,java,gpt-20b,retrieval,3-shot,3,LOGIC_ASSERTION,11,0.04150943396226415
mceval,java,gpt-20b,retrieval,3-shot,3,PASS,203,0.7660377358490567
mceval,java,gpt-20b,retrieval,3-shot,3,SIGNATURE_CONTRACT,5,0.018867924528301886
mceval,java,gpt-20b,retrieval,3-shot,3,SYNTAX_COMPILE,33,0.12452830188679245
mceval,java,gpt-20b,retrieval,3-shot,4,EMPTY_GENERATION,9,0.033962264150943396
mceval,java,gpt-20b,retrieval,3-shot,4,LOGIC_ASSERTION,15,0.05660377358490566
mceval,java,gpt-20b,retrieval,3-shot,4,PASS,210,0.7924528301886793
mceval,java,gpt-20b,retrieval,3-shot,4,SIGNATURE_CONTRACT,4,0.01509433962264151
